time,femur_x,femur_y,femur_z,tibia_x,tibia_y,tibia_z
104750,0.03,-0.26,0.31,-0.21,-0.35,-0.23
104810,0.02,-0.25,0.31,-0.24,-0.36,-0.22
104869,0.02,-0.25,0.31,-0.30,-0.37,-0.20
104930,0.02,-0.24,0.32,-0.38,-0.40,-0.16
104990,0.01,-0.23,0.32,-0.46,-0.42,-0.13
105051,0.01,-0.22,0.33,-0.52,-0.43,-0.10
105110,0.00,-0.22,0.33,-0.60,-0.46,-0.06
105170,0.00,-0.21,0.33,-0.66,-0.48,-0.02
105231,-0.00,-0.20,0.33,-0.66,-0.48,-0.01
105290,-0.01,-0.20,0.33,-0.67,-0.49,-0.00
105351,-0.01,-0.19,0.33,-0.66,-0.48,-0.00
105411,-0.00,-0.20,0.32,-0.63,-0.48,-0.02
105472,-0.01,-0.20,0.31,-0.54,-0.48,-0.07
105532,-0.03,-0.20,0.31,-0.39,-0.45,-0.12
105591,-0.03,-0.20,0.30,-0.27,-0.41,-0.15
105652,-0.02,-0.19,0.29,-0.23,-0.41,-0.18
105712,-0.01,-0.19,0.29,-0.22,-0.40,-0.18
105773,-0.00,-0.20,0.29,-0.20,-0.39,-0.18
105832,0.01,-0.20,0.28,-0.14,-0.38,-0.19
105891,0.01,-0.20,0.28,-0.06,-0.38,-0.20
105952,0.01,-0.20,0.27,0.01,-0.37,-0.22
106012,0.02,-0.19,0.27,0.08,-0.35,-0.23
106072,0.03,-0.16,0.27,0.13,-0.31,-0.23
106132,0.05,-0.15,0.27,0.16,-0.26,-0.21
106191,0.06,-0.15,0.27,0.16,-0.23,-0.22
106252,0.07,-0.16,0.26,0.16,-0.20,-0.23
106312,0.07,-0.16,0.26,0.16,-0.20,-0.22
106373,0.07,-0.16,0.26,0.15,-0.21,-0.21
106432,0.07,-0.16,0.27,0.09,-0.26,-0.20
106492,0.08,-0.18,0.26,-0.02,-0.32,-0.17
106553,0.08,-0.19,0.27,-0.17,-0.37,-0.19
106612,0.07,-0.19,0.27,-0.20,-0.35,-0.20
106673,0.06,-0.20,0.27,-0.21,-0.36,-0.20
106733,0.05,-0.20,0.27,-0.24,-0.37,-0.20
106792,0.04,-0.20,0.28,-0.29,-0.37,-0.18
106853,0.04,-0.20,0.27,-0.38,-0.40,-0.15
106913,0.03,-0.19,0.27,-0.47,-0.41,-0.13
106974,0.03,-0.19,0.27,-0.54,-0.41,-0.10
107033,0.03,-0.19,0.27,-0.60,-0.42,-0.08
107094,0.02,-0.19,0.27,-0.65,-0.42,-0.07
107154,0.02,-0.18,0.27,-0.65,-0.42,-0.07
107214,0.01,-0.19,0.27,-0.65,-0.42,-0.07
107275,0.02,-0.20,0.26,-0.62,-0.41,-0.09
107334,0.02,-0.20,0.26,-0.56,-0.39,-0.12
107394,0.01,-0.20,0.27,-0.45,-0.36,-0.14
107455,-0.01,-0.19,0.26,-0.32,-0.33,-0.17
107514,-0.01,-0.19,0.25,-0.23,-0.31,-0.19
107575,0.00,-0.20,0.24,-0.20,-0.31,-0.20
107635,0.01,-0.21,0.24,-0.19,-0.30,-0.21
107695,0.02,-0.21,0.24,-0.16,-0.28,-0.23
107755,0.02,-0.22,0.24,-0.10,-0.27,-0.23
107815,0.01,-0.21,0.24,-0.02,-0.24,-0.24
107876,0.01,-0.21,0.24,0.08,-0.22,-0.26
